x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,label
0.0,0.0,0.0,0.030116260051727295,-0.0064948201179504395,-0.02912729880523557,0.0446891188621521,-0.053640127182006836,-0.04057448445570344,0.023678600788116455,-0.11129975318908691,-0.04674135981809968,0.004278451204299927,-0.15273761749267578,-0.05290355994117135,0.07179796695709229,-0.1131206750869751,-0.029717235776899997,0.1005520224571228,-0.17699980735778809,-0.0431574405611741,0.11618483066558838,-0.21738910675048828,-0.052409459787725154,0.1279585361480713,-0.251908540725708,-0.058651586014150325,0.044900745153427124,-0.1334517002105713,-0.023859809103726093,0.06257900595664978,-0.2064398229122162,-0.03593727661979074,0.07176288962364197,-0.25100237131118774,-0.04614627449524278,0.08048918843269348,-0.2847808599472046,-0.05181986926805848,0.019162386655807495,-0.1373273730278015,-0.020153297993658725,0.02265375852584839,-0.20630916953086853,-0.03754761158239717,0.02602788805961609,-0.2474471926689148,-0.050867398220418636,0.03184935450553894,-0.2789974510669708,-0.05825881003153199,-0.004142075777053833,-0.1287657618522644,-0.01794289699506635,-0.0035533905029296875,-0.1638593077659607,-0.03787331743848199,-0.0037548840045928955,-0.15098804235458374,-0.043793377417443935,-0.002769649028778076,-0.1336294412612915,-0.04485622509133691,W
0.0,0.0,0.0,0.03146681189537048,-0.01213681697845459,-0.02845633503187628,0.046201497316360474,-0.06251972913742065,-0.03836858000744314,0.028070122003555298,-0.1216970682144165,-0.04378106918323965,0.008509933948516846,-0.16324758529663086,-0.0490311915813777,0.07475319504737854,-0.12576007843017578,-0.023667256423721028,0.10377192497253418,-0.1903747320175171,-0.035620172583946896,0.11945268511772156,-0.2310803234577179,-0.045568273478636456,0.13119545578956604,-0.2678244709968567,-0.05310725148905249,0.04762732982635498,-0.14682626724243164,-0.019062963390240384,0.06532922387123108,-0.22098934650421143,-0.029870227986464215,0.07385057210922241,-0.26747244596481323,-0.04090365123141737,0.08104696869850159,-0.3061533272266388,-0.04796648498762579,0.021075129508972168,-0.15097767114639282,-0.01695270937074156,0.026292920112609863,-0.22085845470428467,-0.033266135567316724,0.03019675612449646,-0.26318466663360596,-0.04710670661319227,0.034070342779159546,-0.29851800203323364,-0.055518434458861066,-0.0032332539558410645,-0.14118796586990356,-0.016669820138702107,-0.0014915764331817627,-0.18203139305114746,-0.03540526431191893,-0.0018825232982635498,-0.16639810800552368,-0.04021982204307051,-0.002703040838241577,-0.1453281044960022,-0.041030940675625516,W
0.0,0.0,0.0,0.031956613063812256,-0.016628563404083252,-0.02738817904733537,0.04705849289894104,-0.0695044994354248,-0.036990183709491475,0.028967827558517456,-0.12889236211776733,-0.04279901769601224,0.009781897068023682,-0.1723843812942505,-0.04811686214648603,0.07525336742401123,-0.13236600160598755,-0.019359282521833165,0.10421299934387207,-0.1962563395500183,-0.03156340432011007,0.12021911144256592,-0.23624372482299805,-0.04172606703482984,0.13216185569763184,-0.2721177339553833,-0.04946460139595388,0.04816719889640808,-0.15355616807937622,-0.015627784027088865,0.06516334414482117,-0.22711706161499023,-0.02648623969994901,0.0740896463394165,-0.27369385957717896,-0.03777093750082372,0.08177649974822998,-0.3120155930519104,-0.04506824102841733,0.021443486213684082,-0.15744417905807495,-0.014843306808103307,0.025314301252365112,-0.22693252563476562,-0.031612309931148275,0.02953636646270752,-0.26919442415237427,-0.04615355965339063,0.033924251794815063,-0.303716242313385,-0.05503749784671186,-0.002187877893447876,-0.1480465531349182,-0.01592301328324197,-0.0010342299938201904,-0.1835397481918335,-0.035680043815006,3.471970558166504e-05,-0.17135393619537354,-0.04257167067967771,0.0005743801593780518,-0.15542221069335938,-0.04487390008412717,W
0.0,0.0,0.0,0.032249271869659424,-0.01650846004486084,-0.03003305133350409,0.04787951707839966,-0.06786930561065674,-0.0385126707322172,0.02738627791404724,-0.13072997331619263,-0.04221465933986224,0.007979422807693481,-0.17436498403549194,-0.04487536970444239,0.0774298906326294,-0.13544625043869019,-0.017917537427621255,0.10620936751365662,-0.20312345027923584,-0.028093534818964372,0.12146541476249695,-0.24224984645843506,-0.03739979613490618,0.13396012783050537,-0.27932173013687134,-0.04505042109556712,0.04912808537483215,-0.15636318922042847,-0.012633888348119626,0.06607982516288757,-0.23140829801559448,-0.021877636498885522,0.07496336102485657,-0.2756103575229645,-0.03305975843139208,0.08335047960281372,-0.3143821656703949,-0.04070887464948214,0.02178063988685608,-0.15895122289657593,-0.010695193260090718,0.02609837055206299,-0.22773438692092896,-0.026871255896168122,0.03101247549057007,-0.26968178153038025,-0.041603003925757776,0.035051435232162476,-0.30648064613342285,-0.05062454689212359,-0.002498626708984375,-0.14657920598983765,-0.0108791909358672,0.0015071332454681396,-0.1890997290611267,-0.029068126640396486,0.0037346184253692627,-0.17240113019943237,-0.03388935822911776,0.002976030111312866,-0.15085595846176147,-0.03498723480768717,W
0.0,0.0,0.0,0.0345512330532074,-0.014542102813720703,-0.02933148400830987,0.053734153509140015,-0.06627494096755981,-0.038794611710784466,0.03686818480491638,-0.12912225723266602,-0.04399807112264398,0.01757580041885376,-0.1746998429298401,-0.04843932123827699,0.08259353041648865,-0.13100415468215942,-0.018429554197666675,0.11214315891265869,-0.19829916954040527,-0.02952529968666795,0.12774765491485596,-0.2387353777885437,-0.03916834400939706,0.1396270990371704,-0.27542829513549805,-0.046818555462834865,0.054885029792785645,-0.1533922553062439,-0.013616628143665821,0.07254764437675476,-0.22855764627456665,-0.022892120424387485,0.08168002963066101,-0.27365946769714355,-0.03386053921627763,0.08991611003875732,-0.3113138973712921,-0.0414243760888553,0.02769261598587036,-0.15722054243087769,-0.0120545310338116,0.03154405951499939,-0.22589784860610962,-0.027942483443496258,0.03710988163948059,-0.26789355278015137,-0.04257536785650018,0.04226747155189514,-0.3034422993659973,-0.05197809370207551,0.0033753514289855957,-0.1472037434577942,-0.01259271906661752,0.008652150630950928,-0.1828879714012146,-0.032125913668153316,0.012610465288162231,-0.16878241300582886,-0.03895213561105493,0.014488816261291504,-0.15250074863433838,-0.041519400793788463,W
0.0,0.0,0.0,0.03541633486747742,-0.017044484615325928,-0.02672304479759191,0.051665276288986206,-0.0704183578491211,-0.03515273226778959,0.031367093324661255,-0.1291106939315796,-0.0399442043749616,0.010516464710235596,-0.170168936252594,-0.04421405388396238,0.07629725337028503,-0.13989311456680298,-0.017392408907227264,0.10428726673126221,-0.2061644196510315,-0.027748324781470046,0.1195741593837738,-0.24715590476989746,-0.037229652389697776,0.13126468658447266,-0.2856537699699402,-0.04494712768476461,0.048150211572647095,-0.15974700450897217,-0.013800103090517268,0.0636427104473114,-0.2339373230934143,-0.023020700424723373,0.07199069857597351,-0.27972421050071716,-0.034206214234046683,0.07957565784454346,-0.3189297616481781,-0.04237515000980352,0.020703226327896118,-0.16217809915542603,-0.013145524881593929,0.024531245231628418,-0.23140186071395874,-0.028082107066921935,0.029180020093917847,-0.27408814430236816,-0.04259307576697324,0.03294685482978821,-0.30898725986480713,-0.05219820781033491,-0.00381430983543396,-0.15172088146209717,-0.014495798259787307,0.0014841258525848389,-0.19186067581176758,-0.03171400620024656,0.00587010383605957,-0.1796761155128479,-0.037569443568401084,0.00805753469467163,-0.16183888912200928,-0.039973984345607505,W
0.0,0.0,0.0,0.037262558937072754,-0.015672385692596436,-0.027472842834782796,0.05639803409576416,-0.06894373893737793,-0.0358228966369154,0.03864628076553345,-0.1279008388519287,-0.04040444491047879,0.01878795027732849,-0.16997694969177246,-0.04437745956320782,0.07928290963172913,-0.13715559244155884,-0.01781479490537663,0.10786101222038269,-0.2032199501991272,-0.02896480483551045,0.12289902567863464,-0.24441862106323242,-0.038783798344326215,0.1339568793773651,-0.2817191481590271,-0.04642860440154095,0.051188886165618896,-0.15825754404067993,-0.013680019765985207,0.06743237376213074,-0.23230361938476562,-0.022652736283731656,0.0760747492313385,-0.2772984504699707,-0.033413039870453076,0.08357328176498413,-0.31539756059646606,-0.04105502588291188,0.023758232593536377,-0.16139811277389526,-0.012667192496252255,0.0280759334564209,-0.22945833206176758,-0.02694066276390572,0.03295022249221802,-0.2728314995765686,-0.04103718919296284,0.03680714964866638,-0.3089694380760193,-0.05040235293645878,-0.0009719133377075195,-0.15148943662643433,-0.013762259274614053,0.0051413774490356445,-0.18721389770507812,-0.030357774697137074,0.010566234588623047,-0.18065345287322998,-0.036630975432586865,0.013590902090072632,-0.17038118839263916,-0.03942620975513478,W
0.0,0.0,0.0,0.03699877858161926,-0.016355454921722412,-0.029795015469318287,0.05135190486907959,-0.07007914781570435,-0.03952635289741124,0.036620497703552246,-0.13230204582214355,-0.044740492716556446,0.019349277019500732,-0.1773136854171753,-0.049306432023769275,0.07504653930664062,-0.13553112745285034,-0.021177774533754246,0.10234251618385315,-0.20459961891174316,-0.03343957872701253,0.11711913347244263,-0.24773991107940674,-0.04386252747488584,0.12888658046722412,-0.2871042490005493,-0.0519417768867072,0.04796937108039856,-0.15656644105911255,-0.015617031842594997,0.06314671039581299,-0.2355141043663025,-0.028228409826880352,0.07030749320983887,-0.28518128395080566,-0.04039092944574918,0.07685971260070801,-0.327414870262146,-0.048359250888353245,0.020632803440093994,-0.16044360399246216,-0.013138438813513176,0.02262139320373535,-0.2340707778930664,-0.031066805362826244,0.02485901117324829,-0.27884161472320557,-0.04527957947564687,0.027458518743515015,-0.31473278999328613,-0.053691497311120884,-0.0038973987102508545,-0.15024226903915405,-0.012749131076162712,0.0006340146064758301,-0.19299966096878052,-0.030990649253254787,0.003164142370223999,-0.18234723806381226,-0.03627210320544805,0.004606395959854126,-0.16594141721725464,-0.037870189413553135,W
0.0,0.0,0.0,0.03808140754699707,-0.018423914909362793,-0.03219552739273013,0.0553947389125824,-0.07580840587615967,-0.042607911217316996,0.04226183891296387,-0.13949620723724365,-0.04823373659263552,0.024645179510116577,-0.186720609664917,-0.05314657120715083,0.07717844843864441,-0.13708478212356567,-0.022738041642412554,0.10563424229621887,-0.20713955163955688,-0.03675916074524821,0.12119591236114502,-0.2518090605735779,-0.04853104828606547,0.1330065131187439,-0.29192477464675903,-0.05721252440224589,0.05028891563415527,-0.15853869915008545,-0.016386319238051783,0.06663057208061218,-0.23591995239257812,-0.02868019073019923,0.07491451501846313,-0.2855082154273987,-0.04099829151044787,0.08174523711204529,-0.32659220695495605,-0.04910725756298007,0.02315223217010498,-0.1625468134880066,-0.013485365833446394,0.027094513177871704,-0.23598521947860718,-0.030920842948660265,0.031060457229614258,-0.2815037965774536,-0.04511613054881991,0.034794002771377563,-0.3182753920555115,-0.05368474899540843,-0.0011810362339019775,-0.15306073427200317,-0.012980846974357974,0.003456205129623413,-0.19319409132003784,-0.03190137474547328,0.006614655256271362,-0.18491774797439575,-0.03779837890277804,0.007836699485778809,-0.17145729064941406,-0.0396053160608858,W
0.0,0.0,0.0,0.034536272287368774,-0.01945781707763672,-0.02894849084518114,0.04984349012374878,-0.07471752166748047,-0.03765126630864302,0.0316368043422699,-0.13508343696594238,-0.042271389963246975,0.010117650032043457,-0.17724096775054932,-0.04631982311806837,0.07507243752479553,-0.14271140098571777,-0.01738356180689493,0.1012091338634491,-0.21193981170654297,-0.02848401978812376,0.11535343527793884,-0.25544804334640503,-0.03891450852356115,0.12717920541763306,-0.2961997985839844,-0.04755241736970106,0.04820898175239563,-0.16322112083435059,-0.012698642315484676,0.0619196891784668,-0.23903954029083252,-0.023433131503082905,0.06849294900894165,-0.28922325372695923,-0.03596109464965025,0.0751008689403534,-0.3328081965446472,-0.0447156386097447,0.02101987600326538,-0.16577786207199097,-0.011235794389762077,0.024157702922821045,-0.2356882095336914,-0.028127265500046406,0.02807942032814026,-0.28027957677841187,-0.04346747636995474,0.0319899320602417,-0.3177518844604492,-0.053132816555120144,-0.0031911134719848633,-0.1537494659423828,-0.011902535671509895,-0.0012263655662536621,-0.19156968593597412,-0.030550173821069393,-0.00010582804679870605,-0.17982202768325806,-0.036552711727239284,0.00022453069686889648,-0.16371124982833862,-0.03875255525312582,W
